Elemento	Bazformo	Statuso	BRO	Oficiala difino	France	Angle	Germane	Pole	Ruse	Hispane	Itale	Katalune	Portugale
SOMER/	somer/o	F	BRO4: somero		été	summer	Sommer	lato	????				
SON/	son/i	F	BRO3: soni		sonner, rendre des sons, résonner	sound (intr.) AK	tönen, klingen AK	brzmiec'	???????				
SONG^/	song^/i	F	BRO7: song^i		songe, rêve AK	dream	träumen	s'nic'	?????? ?? ???				
SONOR/	sonor/o	F	BRO7: sonoro		tinter, sonner, résonner AK	give out a sound (as a bell)	läuten, hallen AK	dzwonic', brze;czec' AK	???????				
SOPIR/	sopir/i	F	BRO8: sopiri		soupirer après	long for, yearn AK	sich sehnen, seufzen AK	te;sknic', wzdychac' AK	?????????				
SORB/	sorb/i	F	BRO9: sorbi		humer, absorber, s’imprégner de AK	absorb, sip AK	schlürfen, einsaugen AK	chlipac', wch?aniac' AK	?????????, ??????? AK				
SORC^/	sorc^/i	F	BRO8: sorc^i		pratiquer la magie, la sorcellerie	practise witchcraft AK	zaubern	czarowac'	?????????				
SORG/	sorg/o	8OA	BRO9: sorgo	sorg/o. Grava greno, multe kulturata en varmaj sekaj regionoj por produktado de faruno, sukero, siropo, alkolholo ktp. (Latine: "Andropogon sorghum").	sorgho, sorgum	sorghum	Sorghum, Mohrenhirse			sorgo	sorgo		sorgo
SORT/	sort/o	F	BRO6: sorto		sort, destinée	fate, lot	Schicksal	los	??????				
SOVAG^/	sovag^/a	F	BRO8: sovag^a		sauvage	wild, savage	wild	dziki	?????				
SPAC/	spac/o	F	BRO7: spaco		espace	room, space	Raum	przestrzen'	????????????				
SPEC/	spec/o	F	BRO4: speco		espèce	kind, species	Art, Gattung	rodzaj, gatunek	????, ?????				
SPECIAL/	special/a	F +1OA +7OA	BRO6: speciala		spécial	special	speziell, Spezial-	specjalny	???????????				
SPECIMEN/	specimen/o	1OA	BRO9: specimeno		spécimen	specimen	Probemuster	próbka	????????				
SPEGUL/	spegul/o	F	BRO6: spegulo		miroir	looking-glass	Spiegel	zwierciad?o	???????				
SPEKTAKL/	spektakl/o	1OA	BRO9: spektaklo		spectacle	spectacle	Anblick, Schauspiel, Vorstellung	przedstawienie, widowisko	?????????				
SPERT/	spert/a	F	BRO6: sperta		expérimenté	experienced AK	erfahren, bewandert	dos'wiadczony	???????				
SPEZ/	spez/i	F	BRO6: spezi		virement	turnover (money), exchange AK	Umsatz	obrót	?????? (? ????????) AK				
SPIC/	spic/o	F	BRO6: spico		épice	spice	Gewürz	przyprawa, korzenie	????????				
SPIK/	spik/o	F	BRO9: spiko		épi	ear head (of corn, etc.)	Aehre	k?os	??????				
SPINAC/	spinac/o	F	BRO9: spinaco		épinards	spinach	Spinat	szpinak	???????				
SPIR/	spir/i	F	BRO5: spiri		respirer	breathe	athmen	oddychac'	??????				
SPIRIT/	spirit/o	F	BRO5: spirito		esprit	spirit	Geist	duch	????				
SPIT/	spit/i	F	BRO9: spiti		en dépit de	in spite of	trotz (dem, der usw) AK	na przekór	???????, ????????? AK				
SPLIT/	split/o	3OA	BRO9: splito		écharde, esquille, éclat, fragment	splinter	Splitter	drzazga		astilla	scheggia		farpa, cavaco
SPONG/	spong/o	F	BRO9: spongo		éponge	sponge	Schwamm	ga;bka	?????				
SPORT/	sport/o	1OA	BRO8: sporto		sport	sport	Sport	sport	??????				
SPRIT/	sprit/a	F	BRO8: sprita		spirituel, ingénieux	witty, quick-witted AK	witzig	dowcipny	??????????				
SPUR/	spur/o	8OA	BRO9: spuro	spur/o. Postlasita enpremo, marko, signo, dank’ al kiu eblas diveni, kien iu au( io pasis, au( kion iu faris, au( kio (fizike) okazis.	trace, empreinte, vestige, indice	spoor, footprint, track, trace, trail	Spur			huella, pisada, impresión, indicio	traccia, orma, indicio		indício
STACI/	staci/o	F	BRO4: stacio		station	station, depot (railroad) AK	Station	stacya	???????				
STADI/	stadi/o	1OA	BRO9: stadio		étape	stage	Stadium	stadjum	??a???				
STADION/	stadion/o	8OA	BRO9: stadiono	stadion/o. Loko, destinita kaj tau(ge arang^ita por atletaj au( sportaj ekzercoj kaj konkursoj, kun multaj s^tupaj vicoj da sidlokoj por la publiko.	stade (sport)	stadium	Stadion, Sportplatz			estadio (deporte)	stadio		estádio, campo (de esportes)
STAL/	stal/o	F	BRO7: stalo		écurie, étable AK	stall, shed, stable AK	Stall, Schuppen AK	stajnia	??????, ?????				
STAMEN/	stamen/o	4OA	BRO9: stameno	stamen/o. Virseksa organo de la floroj.	étamine (bot.)	stamen (bot.)	Staubfaden			estambre (bot.)	stame	estam (noto)	estame
STAMP/	stamp/o	F	BRO8: stampo		estampille, timbre	stamp (with a die) AK	stempeln, prägen AK	stemplowac'	?????? ????????				
STAN/	stan/o	F	BRO9: stano		étain	tin	Zinn	cyna	?????				
STANDARD/	standard/o	F	BRO7: standardo		drapeau, étendard	flag	Fahne, Banner AK	sztandar AK	?????				
STANG/	stang/o	F	BRO8: stango		perche (bois)	pole	Stange	dra;g	?????				
STAR/	star/i	F	BRO2: stari		être debout	stand	stehen	stac'	??????				
START/	start/i	8OA	BRO9: starti	start/i. (netransitiva) 1. Komenci sportan agadon en konkuro. 2. (parolante pri motoro ks.) Ekfunkcii.	1/ partir (coureur), démarrer, prendre le départ, 2/démarrer	to start (in a race etc., intr.), 2.to start up (intr.)	1/2/ starten			1/arrancar, salir, emprender la marcha, 2/arrancar	1/partire, prendere il via, 2/avviarsi		1/arrancar, partir, pôr-se em marcha, 2/pôr-se em movimento
STAT/	stat/o	F	BRO4: stato		état (manière d’être)	state, condition	Stand, Zustand	stan	?????????				
STATU/	statu/o	1OA	BRO9: statuo		statue	statue	Statue	posa;g	??????				
STATUR/	statur/o	1OA	BRO9: staturo		stature	stature	Statur, Gestalt	statura, postawa	?????, ??????				
STEL/	stel/o	F	BRO5: stelo		étoile	star	Stern	gwiazda	??????				
STERK/	sterk/o	F	BRO9: sterko		fumier, engrais	dung, manure	Mist	gnój, nawóz AK	??????				
STERN/	stern/i	F	BRO7: sterni		étendre, coucher	spread out (on ground, etc.), lay AK	ausbreiten, betten, lagern AK	s?ac', rozs'cie?ac' AK	??????				
STIL/	stil/o	F	BRO8: stilo		style	style	Stil	styl	?????, ?????				
STOMAK/	stomak/o	F	BRO7: stomako		estomac	stomach	Magen	z.o?a;dek	????????				
STRANG/	strang/a	F	BRO6: stranga		étrange, bizarre	strange	sonderbar	dziwny, dziwaczny	????????				
STRAT/	strat/o	F	BRO4: strato		rue	street	Strasse	ulica	?????				
STREC^/	strec^/i	F	BRO6: strec^i		tendre, tirer	stretch, strain AK	spannen, anstrengen	wypre;z.yc', wyte;z.yc'	?????????				
STREK/	strek/o	F	BRO7: streko		rayer, biffer	make a line or stroke AK	streichen	kres'lic'	????????? ?????, ??????? AK				
STRI/	stri/o	F	BRO8: strio		bande, raie	stripe, band AK	Streifen	pas, pre;ga	??????				
STRIG/	strig/o	F	BRO9: strigo		hibou	owl	Eule	sowa	????				
STRIK/	strik/i	F	BRO8: striki		grève	strike (labour) AK	Strike	strejk	??????, ?????????? AK				
STRUKTUR/	struktur/o	1OA	BRO8: strukturo		structure	structure	Struktur, Gefüge, Bau	struktura, budowa	?????????, ????????				
STRUT/	strut/o	F	BRO9: struto		autruche	ostrich	Strauss (Vogel)	strus'	???????				
STUD/	stud/i	1OA	BRO5: studi		étudier	study	studieren	studjowac'	???????				
STUDENT/	student/o	F	BRO8: studento		étudiant	student (of college etc.) AK	Student	student	????????				
STULT/	stult/a	2OA	BRO7: stulta		sot	silly	dumm						
STUMP/	stump/o	3OA	BRO8: stumpo		tronçon, moignon	stump	Stumpf	pieniek		muñón, tarugo (noto)	troncone, moncherino		toro, troço, pedaço
SUB	sub	F	BRO1: sub		sous	under, beneath, below	unter	pod	????				
SUBIT/	subit/a	F	BRO6: subita		subit, soudain	sudden	plötzlich	nag?y	?????????				
SUBJEKT/	subjekt/o	F	BRO9: subjekto		sujet	subject (gram.) AK	Subject	podmiot	??????????				
SUBSTANC/	substanc/o	2OA	BRO9: substanco										
SUBSTANTIV/	substantiv/o	F	BRO9: substantivo		substantif	noun, substantive	Hauptwort	rzeczownik	???????????????				
SUBTIL/	subtil/a	1OA	BRO9: subtila		subtil	subtle	fein, spitzfindig	subtelny	??????????, ??????				
SUBTRAH/	subtrah/i	8OA	BRO9: subtrahi	subtrah/i. (nombron de alia nombro) Trovi la diferencon de la dua nombro per la unua nombro.	soustraire	to subtract	subtrahieren, abziehen			substraer, restar	sottrarre		subtrair (mat.)
SUC^/	suc^/i	F	BRO9: suc^i		sucer	suck	saugen	ssac'	??????				
SUD/	sud/o	F	BRO6: sudo		sud	south	Süden	po?udnie	???				
SUFER/	sufer/i	F	BRO4: suferi		souffrir, endurer	suffer	leiden	cierpiec'	????????				
SUFIC^/	sufic^/a	F	BRO4: sufic^a		suffisant	sufficient	genug	dosyc', dostatecznie	????????, ??????????				
SUFOK/	sufok/i	F	BRO8: sufoki		suffoquer, étouffer	suffocate (trans.) AK	ersticken (act.)	dusic', zadusic'	??????				
SUK/	suk/o	F	BRO7: suko		jus, suc, sève AK	sap, juice	Saft	sok	????				
SUKCES/	sukces/i	F	BRO5: sukcesi		avoir du succès	succeed AK	Erfold haben, gelingen AK	miec' powodzenie, sukces	????? ??????				
SUKER/	suker/o	F	BRO4: sukero		sucre	sugar	Zucker	cukier	??????				
SULK/	sulk/o	F	BRO9: sulko		sillon, ride AK	furrow	Furche, Runzel	brózda	???????, ??????? AK				
SUM/	sum/o	F	BRO5: sumo		somme	sum	Summe	summa	?????				
SUN/	sun/o	F	BRO3: suno		soleil	sun	Sonne	s?on'ce	??????				
SUP/	sup/o	F	BRO6: supo		soupe, potage	soup	Suppe	zupa	????				
SUPER	super	F	BRO1: super		au-dessus de, sur (sans toucher)	over, above	über, oberhalb	nad, ponad AK	????				
SUPLEMENT/	suplement/o	8OA	BRO9: suplemento	suplement/o. Kompletiga aldono.	supplément	supplement	Ergänzung, Nachtrag			suplemento	supplemento		suplemento
SUPOZ/	supoz/i	F	BRO7: supozi		supposer	supose	vermuten, voraussehen AK	przypus'cic', suponowac'	????????????				
SUPR/	supr/o	F	BRO4: supro		en haut	upper (adj.)	oben	na górze	??????				
SUR	sur	F	BRO1: sur		sur (en touchant)	upon, on	auf	na	??				
SURD/	surd/a	F	BRO6: surda		sourd	deaf	taub	g?uchy	??????				
SURFAC/	surfac/o	8OA	BRO8: surfaco	surfac/o. Lokaro de la punktoj limantaj porcion de spaco au( solidon en la spaco.	surface	surface	Oberfläche			superficie	superficie		superfície
SURPRIZ/	surpriz/i	F	BRO7: surprizi		surprendre	surprise	überraschen	niespodzianka, siurpriza	?????? ????????				
SURTUT/	surtut/o	F	BRO9: surtuto		redingote, jaquette, etc AK	overcoat AK	Überrock AK	surdut	???????				
SUSPEKT/	suspekt/i	F	BRO8: suspekti		suspecter, soupçonner	suspect	Verdacht hegen, argwöhnen AK	podejrzewac'	???????????				
SUSUR/	susur/i	6OA	BRO9: susuri	susur/i. Eligi sonon malfortan kaj iom sekan, kiel de atlaso, silko, c^ifita papero, k.s.	susurrer	to rustle	rascheln, rauschen (Seide, Papier)	wydawac' zgrzyt, chrzes'cic'		susurrar	sussurrare		
SVAT/	svat/i	F	BRO9: svati		rechercher en mariage, s’entremettre	act as matchmaker AK	freien, werben	swatac'	???????				
SVEN/	sven/i	F	BRO8: sveni		s’évanouir	faint, swoon AK	in Ohnmacht fallen	omdlec'	?????? ?? ????????				
SVING/	sving/i	F	BRO8: svingi		brandir, agiter AK	swing (trans.) AK	schwingen	machac'	??????				
S^AF/	s^af/o	F	BRO5: s^afo		mouton AK	sheep	Schaf	owca	??????				
S^AJN/	s^ajn/i	F	BRO2: s^ajni		sembler	seem	scheinen	wydawac' sie;	????????				
S^AKAL/	s^akal/o	F	BRO9: s^akalo		chacal	jackal	Schakal	szakal	??????				
S^ANC/	s^anc/o	1OA	BRO6: s^anco		chance (probabilité)	chance (possibility)	Chance, Aussicht	szansa	?????				
S^ANCEL/	s^ancel/i	F	BRO9: s^anceli		faire chanceler, ébranler AK	stagger, cause to totter (trans.) AK	bewegen, wankend machen	chwiac' AK	????????				
S^ANG^/	s^ang^/i	F	BRO3: s^ang^i		changer	change	tauschen, wechseln	zmieniac'	??????				
S^ARG/	s^arg/i	F	BRO8: s^argi		charger (une arme à feu)	load (a gun, etc.)	laden (eine Flinte etc.)	nabijac' (bron')	???????? (?????)				
S^ARG^/	s^arg^/o	F	BRO6: s^arg^o		charger (d’un fardeau) AK	charge, load	laden, aufladen, belasten	obcia;z'ac', na?adowac'	?????????, ??????????				
S^AT/	s^at/i	F	BRO5: s^ati		estimer, apprécier AK	prize, value AK	schätzen, Wert legen auf AK	cenic', oceniac', szacowac'	????????, ?????? AK				
S^AU(M/	s^au(m/o	F	BRO9: s^au(mo		écume, mousse AK	foam	Schaum	piana	????				
S^EL/	s^el/o	F	BRO8: s^elo		écorce, coque	shell, peel, bark AK	Schale, Rinde	skorupa, ?upina, kora AK	????????, ????				
S^ERC/	s^erc/i	F	BRO6: s^erci		plaisanter	joke	scherzen	z'artowac'	??????				
S^I	s^i	F	BRO1: s^i		elle	she	sie (Einzahl)	ona	???				
S^INK/	s^ink/o	F	BRO9: s^inko		jambon	ham AK	Schinken	szynka AK	???????				
S^IP/	s^ip/o	F	BRO4: s^ipo		navire	ship	Schiff	okre;t	???????				
S^IR/	s^ir/i	F	BRO6: s^iri		déchirer, arracher AK	tear, rend	reissen	rwac'	?????				
S^IRM/	s^irm/i	F	BRO7: s^irmi		couvrir, protéger	protect, screen AK	beschirmen, schützen AK	zas?aniac', chronic' AK	?????????				
S^LOS/	s^los/i	F	BRO5: s^losi		fermer à clef	lock, fasten	schliessen	zamykac' na klucz	???????? ?? ?????				
S^MIR/	s^mir/i	F	BRO8: s^miri		oindre, graisser	spread, smear AK	schmieren	smarowac'	??????				
S^NUR/	s^nur/o	F	BRO6: s^nuro		corde	string	Strick	sznur, powróz	???????				
S^OFOR/	s^ofor/o	8OA	BRO8: s^oforo	s^ofor/o. Profesia kondukisto de au(tomobilo, kamiono kaj simile.	chauffeur	chauffeur	Fahrer, Chauffeur, Schofför			“chauffeur”, chófer, conductor	autista		guidatore
S^OV/	s^ov/i	F	BRO8: s^ovi		pousser, mener	thrust, shove AK	schieben	suwac'	??????				
S^OVEL/	s^ovel/i	F	BRO6: s^oveli		enlever avec une pelle	shovel AK	schaufeln	szuflowac' AK	???????? (???????)				
S^PAR/	s^par/i	F	BRO7: s^pari		ménager, épargner	save, be sparing of AK	sparen	oszcze;dzac'	?????????				
S^PIN/	s^pin/i	F	BRO9: s^pini		filer	spin	spinnen	prza;s'c'	??????				
S^PRUC/	s^pruc/i	F	BRO9: s^pruci		jaillir	spirt, gush (intr.) AK	spritzen	tryskac' AK	????????				
S^RANK/	s^rank/o	F	BRO6: s^ranko		armoire	cupboard	Schrank	szafa	?????				
S^RAU(B/	s^rau(b/o	F	BRO8: s^rau(bo		vis	screw	Schraube	szruba	?????				
S^TAL/	s^tal/o	F	BRO8: s^talo		acier	steet	Stahl	stal	?????				
S^TAT/	s^tat/o	F	BRO5: s^tato		État	State	Staat	stan (pan'stwo)	?????				
S^TEL/	s^tel/i	F	BRO5: s^teli		voler, dérober	steal	stehlen	kras'c'	??????				
S^TIP/	s^tip/o	F	BRO9: s^tipo		bloc, billot	block, log	Klotz	kloc, pniak	??????, ???????				
S^TOF/	s^tof/o	F	BRO8: s^tofo		matière, étoffe AK	stuff AK	Stoff	sztof (miara)	????????, ???????				
S^TON/	s^ton/o	F	BRO4: s^tono		pierre	stone	Stein	kamien'	??????				
S^TOP/	s^top/i	F	BRO7: s^topi		boucher	stop up, bung up AK	stopfen	zatykac'	????????				
S^TRUMP/	s^trump/o	F	BRO6: s^trumpo		bas (vêtement)	stocking	Strumpf	pon'czocha	??????				
S^TUP/	s^tup/o	F	BRO5: s^tupo		marche, échelon	tow (subst.) AK	Stufe	stopien'	???????				
S^U/	s^u/o	F	BRO6: s^uo		soulier	shoe	Schuh	trzewik	???????				
S^ULD/	s^uld/i	F	BRO7: s^uldi		devoir (dette)	owe	schulden	byc' d?uz.nym	???? ??????? (?????????) AK				
S^ULTR/	s^ultr/o	F	BRO7: s^ultro		épaule	shoulder AK	Schulter	ramie;, barki AK	?????				
S^UT/	s^ut/i	F	BRO8: s^uti		verser, répandre (pas pour les liquides)	pour out (solids) AK	schütten	sypac'	??????				
S^VEL/	s^vel/i	F	BRO7: s^veli		enfler	swell	schwellen	puchna;c', nabrzmiewac' AK	???????				
S^VIT/	s^vit/o	F	BRO7: s^vito		suer, transpirer AK	perspire	schwitzen	pocic' sie;	??????				
TABAK/	tabak/o	F	BRO7: tabako		tabac	tobacco	Tabak	tytón'	??????				
TABEL/	tabel/o	F	BRO7: tabelo		table, liste	table, index	Tabelle	tabelka	???????				
TABL/	tabl/o	F	BRO3: tablo		table (meuble) AK	table	Tisch	stó?	?????				
TABUL/	tabul/o	F	BRO6: tabulo		planche	board, plank, tablet AK	Tafel, Brett	deska, tablica	?????				
TAG/	tag/o	F	BRO2: tago		jour	day	Tag	dzien'	????				
TAJL/	tajl/i	8OA	BRO8: tajli	tajl/i. Doni difinitan formon al materialo, tute aparte al s^tofo, tranc^ante el g^i pecojn au( eretojn: "tajli s^tonon, gemon, s^tofon".	tailler	to cut, cut to shape; to form	zuschneiden, zustutzen, anspitzen, abschleifen, behauen			cortar, tallar	tagliare		talhar, recortar
TAJLOR/	tajlor/o	F	BRO8: tajloro		tailleur	tailor	Schneider	krawiec	???????				
TAJP/	tajp/i	8OA	BRO9: tajpi	tajp/i. Skribi per mas^ino.	taper (à la machine), dactylographier	to type, to typewrite	tippen, maschineschreiben			mecanografiar, escribir con máquina	dattilografare, scrivere a macchina, battere a macchina		dactilografar
TAKS/	taks/i	F	BRO7: taksi		taxer	tax, appraise	abschätzen, taxiren	taksowac'	?????????				
TAKT/	takt/o	1OA	BRO9: takto		mesure (mus.), tact	tact	Takt (mus.), Taktgefühl	takt	?????				
TALI/	tali/o	F	BRO9: talio		taille	figure, waist, stature AK	Taille	talia, figura	????, ????? AK				
TAMEN	tamen	F	BRO1: tamen		pourtant, néanmoins	however, nevertheless	doch, jedoch	jednak	??????				
TAPET/	tapet/o	F	BRO9: tapeto		tapisserie, tenture, papier peint AK	wall-paper, paper-hangings AK	Tapete	obicia, tapety	????				
TAPIS^/	tapis^/o	F	BRO7: tapis^o		tapis	carpet	Teppich	dywan	??????				
TARIF/	tarif/o	1OA	BRO9: tarifo		tarif	tariff	Tarif	taryfa	??????				
TAS/	tas/o	F	BRO6: taso		tasse	cup	Tasse	filiz.anka	?????				
TASK/	task/o	1OA	BRO7: tasko		tâche	task	Aufgabe	obowia;zek, zadanie (noto)	??????, ???????????				
TAU(G/	tau(g/a	F	BRO6: tau(ga		être bon pour..., convenir pour...	be fit for	taugen	byc' zdatnym	????????				
TE/	te/o	F	BRO6: teo		thé	tea	Thee	herbata	???				
TEATR/	teatr/o	F +1OA +7OA	BRO8: teatro		théâtre	theatre	Theater	teatr	??????				
TED/	ted/i	F	BRO8: tedi		provoquer la satiété, importuner, obséder AK	bore, weary, annoy AK	lästig sein, Überdruss erregen AK	naprzykrzac' AK	?????????				
TEG/	teg/i	F	BRO8: tegi		mettre par-dessus, couvrir	cover (wholly) (vb.) AK	beziehen, überziehen	pow?óczyc'	?????????? (??????), ?????????? AK				
TEGMENT/	tegment/o	F	BRO6: tegmento		toit	roof	Dach	dach	?????				
TEGOL/	tegol/o	3OA	BRO9: tegolo		tuile	tile	(Dach)ziegel	dachówka (noto)		teja	tegolo, tegola		telha
TEH^NIK/	teh^nik/o	3OA	BRO9: teh^niko		technique	technical	technisch	techniczny		técnico (noto)	tecnico		technico
TEKNIK/	teknik/o	3OA	BRO9: tekniko		technique	technical	technisch	techniczny		técnico (noto)	tecnico		technico
TEKS/	teks/i	F	BRO7: teksi		tisser	weave	weben	tkac'	?????				
TEKST/	tekst/o	F +1OA +8OA	BRO9: teksto		texte	text	Text	tekst	??????				
TELEFON/	telefon/o	1OA	BRO6: telefono		téléphone	telephone	Telephon	telefon	????????				
TELEGRAF/	telegraf/o	F +1OA +7OA	BRO7: telegrafo		télégraphe	telegraph	Telegraph	telegraf	?????????				
TELEGRAM/	telegram/o	1OA	BRO8: telegramo		télégramme	telegram	Telegramm	telegram	??????????				
TELER/	teler/o	F	BRO5: telero		assiette	plate	Teller	talerz	??????? AK				
TELEVID/	televid/i	8OA	BRO9: televidi	televid/i. Vidi per televizio.	voir à la télévision	to watch television	das Fernsehen schauen			mirar a la television	vedere alla televisione		assistir televisão
TEM/	tem/o	F	BRO7: temo		thème, sujet, donnée, matière à traiter AK	theme, topic AK	Thema	temat AK	???? AK				
TEMP/	temp/o	F	BRO2: tempo		temps (durée)	time	Zeit	czas	?????				
TEMPERATUR/	temperatur/o	1OA	BRO8: temperaturo		température	temperature	Temperatur	temperatura	???????????				
TEMPEST/	tempest/o	8OA	BRO8: tempesto	tempest/o. Ventabunda vetero, pli forta ol s^tormo, sed malpli forta ol uragano.	tempête	tempest	Sturm, stürmisches Wetter, Unwetter, Ungewitter			tempestad	tempesta		tempestade
TEN/	ten/i	F	BRO2: teni		tenir	hold, grasp	halten	trzymac'	???????				
TEND/	tend/o	F	BRO8: tendo		tente, pavillon	tent AK	Zelt	namiot	???????				
TENDENC/	tendenc/o	1OA	BRO9: tendenco		tendance	tendency	Tendenz	tendencja	?????????				
TENER/	tener/a	8OA	BRO9: tenera	tener/a. Montranta varman delikatecon de la koro.	tendre, caressant	tender	liebevoll, herzlich, liebkosend, zärtlich			tierno, cariñoso	tenero. affettuoso, amorevole		terno, carinhoso, amoroso, afável
TENT/	tent/i	F	BRO7: tenti		tenter	tempt AK	in Versuchung führen AK	kusic'	????????				
TEORI/	teori/o	F +1OA +7OA	BRO8: teorio		théorie	theory	Theorie	teorja	??????				
TER/	ter/o	F	BRO2: tero		terre	earth	Erde	ziemia	?????				
TER/POM/	ter/pom/o	F	BRO7: terpomo		pomme de terre	potato AK	Kartoffel	kartofel	?????????				
TERAS/	teras/o	F	BRO9: teraso		terrasse	terrace	Terasse	taras	??????? AK				
TEREN/	teren/o	8OA	BRO8: tereno	teren/o. Terspaco, rigardata el la vidpunkto de g^ia utiligado por difinita homa aktiveco.	terrain	ground, piece of land, terrain	Boden. Grundstück, Gelände			terreno, solar	terreno		terreno
TERITORI/	teritori/o	2OA	BRO9: teritorio										
TERMOMETR/	termometr/o	1OA	BRO9: termometro		thermomètre	thermometer	Thermometer	termometr	??????????				
TERN/	tern/i	F	BRO9: terni		éternuer	sneeze	niesen AK	kichac'	??????				
TERUR/	terur/o	F	BRO5: teruro		terreur, effroi	terror, horror, fright AK	Schrecken	przeraz.enie	?????				
TESTUD/	testud/o	F	BRO9: testudo		tortue	tortoise	Schildkröte	z.ó?w	????????				
TIA	tia	F	BRO1: tia		tel	such	solcher	taki	?????				
TIAL	tial	F	BRO1: tial		c’est pourquoi	therefore	darum, deshalb	dla tego	??????				
TIAM	tiam	F	BRO1: tiam		alors	then	dann	wtedy	?????				
TIE	tie	F	BRO1: tie		là-bas, là, y	there	dort	tam	????				
TIEL	tiel	F	BRO1: tiel		ainsi, de cette manière	thus, so	so	tak	????				
TIES	ties	F +7OA	BRO9: ties	ties. Apartenanta al tiu.									
TIG/	tig/o	8OA	BRO9: tigo	tig/o. Tiu parto de herbecaj plantoj, kiu portas burg^onojn, foliojn kaj florojn, kaj kiu kune kun la radiko konsistigas la akson de la planto.	tige, queue (fleur), pied (herbe)	stem, stalk (of plant)	Stiel, Stengel			tallo	gambo, culmo		talo, haste, caule
TIGR/	tigr/o	F	BRO9: tigro		tigre	tiger	Tiger	tygrys	?????				
TIKL/	tikl/i	F	BRO9: tikli		chatouiller	tickle	kitzeln	?echtac'	????????				
TIM/	tim/i	F	BRO3: timi		craindre	fear	fürchten	obawiac' sie;	???????				
TINKTUR/	tinktur/o	2OA	BRO9: tinkturo										
TINT/	tint/i	F	BRO9: tinti		tinter	chink, clank, jingle	klirren	brza;kac'	???????				
TIO	tio	F	BRO1: tio		cela	that (thing) AK	das, jenes	to, tamto	??, ???				
